ID,Wikidata-Item,Straßenname,Koordinaten,Wikidata-Item (benannt nach),benannt nach,Beschreibung (benannt nach),Postleitzahl,lokaler Bezug,Benennungstyp,Benennungstyp II,Tätigkeitsfeld,Tätigkeitsfeld II,Verbindung,Sonstiges,Grundwort,Strassenendung
1743,http://www.wikidata.org/entity/Q72662363,Fabricestraße,Point(13.75491 51.08167),http://www.wikidata.org/entity/Q84837,Alfred von Fabrice,sächsischer Offizier und Regierungschef (1876–1891),1099,ja,Person real,,,,,,Straße,Straße
2107,http://www.wikidata.org/entity/Q66023330,Görlitzer Straße,Point(13.754956 51.068061),http://www.wikidata.org/entity/Q4077,Görlitz,"Kreisstadt im Landkreis Görlitz in der Oberlausitz im Freistaat Sachsen; östlichste Stadt der Bundesrepublik Deutschland, an der Lausitzer Neiße",1099,nein,Ort,,,,,,Straße,Straße
2119,http://www.wikidata.org/entity/Q2354205,Straßburger Platz,Point(13.755 51.0461),http://www.wikidata.org/entity/Q6602,Straßburg,Haupt- und größte Stadt der französischen Region Grand Est in der historischen Region Elsass,1307,nein,Ort,Partnerstadt,,,,,Platz,Platz
1198,http://www.wikidata.org/entity/Q97285654,Hildebrandstraße,Point(13.75501 51.02905),http://www.wikidata.org/entity/Q364808,Adolf von Hildebrand,deutscher Bildhauer (1847–1921),1219,nein,Person real,,,,,,Straße,Straße
1813,http://www.wikidata.org/entity/Q72662062,Busmannstraße,Point(13.75507 51.0171),http://www.wikidata.org/entity/Q81729925,Lorenz Busmann,Ratsherr und Bürgermeister von Dresden,1217,ja,Person real,,,,,,Straße,Straße
471,http://www.wikidata.org/entity/Q99396038,Hellersiedlung Weg A,Point(13.75544 51.08694),,,,1099,ja,weitere Geografika,Flurname,,,,,Weg,Sonstige
1502,http://www.wikidata.org/entity/Q72662574,Geystraße,Point(13.75562 51.02338),http://www.wikidata.org/entity/Q1404970,Leonhard Gey,deutscher Maler,1217,ja,Person real,,,,,,Straße,Straße
836,http://www.wikidata.org/entity/Q100392242,Hellersiedlung Weg D,Point(13.75562 51.08954),,,,1099,ja,Siedlung,,,,,,Weg,Sonstige
609,http://www.wikidata.org/entity/Q99396803,Nöthnitzbachweg,Point(13.75563 51.0168),http://www.wikidata.org/entity/Q110264331,Nöthnitzbach,rechter Nebenfluss des Kaitzbaches,1217,ja,weitere Geografika,Gewässer,,,,,Weg,Weg
1455,http://www.wikidata.org/entity/Q16267491,Carusufer,Point(13.755725 51.06011944),http://www.wikidata.org/entity/Q61987,Carl Gustav Carus,"deutscher Arzt, Maler und Naturphilosoph (1789–1869)",1099,ja,Person real,,,,,,Ufer,Ufer
2970,http://www.wikidata.org/entity/Q99397159,Schmaler Weg,Point(13.755743 51.112687),,,,1109,nein,Selbstreferenziell,,,,,,Weg,Weg
1706,http://www.wikidata.org/entity/Q97285410,Julius-Scholtz-Straße,Point(13.75575 51.01954),http://www.wikidata.org/entity/Q1606397,Julius Scholtz,deutscher Maler,1217,ja,Person real,,,,,,Straße,Straße
3184,http://www.wikidata.org/entity/Q72661660,An der Lehmkuhle,Point(13.75578 51.114247),,,,1109,ja,Unbekannt,,,,,,Sonstige,Sonstige
2108,http://www.wikidata.org/entity/Q66023594,Seifhennersdorfer Straße,Point(13.755808 51.067658),http://www.wikidata.org/entity/Q165195,Seifhennersdorf,"Stadt im Landkreis Görlitz, Sachsen, Deutschland",1099,nein,Ort,,,,,,Straße,Straße
2686,http://www.wikidata.org/entity/Q97285219,Gostritzer Straße,Point(13.75587 51.01641),http://www.wikidata.org/entity/Q1538647,Gostritz,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1217,ja,Ort,Stadtteil,,,,,Straße,Straße
2277,http://www.wikidata.org/entity/Q1436587,Wiener Straße,"Point(13.7559 51.0336),Point(13.7559 51.0336),Point(13.7559 51.0336),Point(13.7559 51.0336),Point(13.7559 51.0336),Point(13.7559 51.0336),Point(13.7559 51.0336),Point(13.7559 51.0336),Point(13.7559 51.0336)","http://www.wikidata.org/entity/Q1741,http://www.wikidata.org/entity/Q1741,http://www.wikidata.org/entity/Q1741,http://www.wikidata.org/entity/Q1741,http://www.wikidata.org/entity/Q1741,http://www.wikidata.org/entity/Q1741,http://www.wikidata.org/entity/Q1741,http://www.wikidata.org/entity/Q1741,http://www.wikidata.org/entity/Q1741",Wien,"Bundeshauptstadt der Republik Österreich,Bundeshauptstadt der Republik Österreich,Bundeshauptstadt der Republik Österreich,Bundeshauptstadt der Republik Österreich,Bundeshauptstadt der Republik Österreich,Bundeshauptstadt der Republik Österreich,Bundeshauptstadt der Republik Österreich,Bundeshauptstadt der Republik Österreich,Bundeshauptstadt der Republik Österreich","01069, 01219",nein,Ort,,,,,,Straße,Straße
1289,http://www.wikidata.org/entity/Q66023724,Martin-Luther-Straße,Point(13.755905 51.064501),http://www.wikidata.org/entity/Q9554,Martin Luther,"deutscher Theologe, Autor und Urheber der Reformation",1099,nein,Person real,,,,,,Straße,Straße
2890,http://www.wikidata.org/entity/Q67441732,Lothringer Straße,Point(13.755984 51.054717),http://www.wikidata.org/entity/Q2900529,Bezirk Lothringen,Bezirk des Reichslandes Elsaß-Lothringen,1069,nein,Region,,,,,,Straße,Straße
1117,http://www.wikidata.org/entity/Q72661841,Barlachstraße,Point(13.756016 51.02807),http://www.wikidata.org/entity/Q153522,Ernst Heinrich Barlach,"deutscher Bidlhauer, Medailleur, Schriftsteller und Zeichner",1219,ja,Person real,,,,,,Straße,Straße
826,http://www.wikidata.org/entity/Q99395875,Hellersiedlung Weg B,Point(13.75605 51.0876),,,,1099,ja,Siedlung,,,,,,Weg,Sonstige
919,http://www.wikidata.org/entity/Q66023115,Lessingstraße,Point(13.756161 51.061855),http://www.wikidata.org/entity/Q34628,Gotthold Ephraim Lessing,deutscher Dichter der Aufklärung,1099,nein,Person real,,,,,,Straße,Straße
923,http://www.wikidata.org/entity/Q67867984,Beethovenstraße,Point(13.75621 51.034031),http://www.wikidata.org/entity/Q255,Ludwig van Beethoven,deutscher Komponist (1770–1827),1219,nein,Person real,,,,,,Straße,Straße
1026,http://www.wikidata.org/entity/Q72662096,Caroline-Bardua-Straße,Point(13.75647 51.0192),http://www.wikidata.org/entity/Q201699,Caroline Bardua,deutsche Malerin,1217,ja,Person real,,,,,,Straße,Straße
1704,http://www.wikidata.org/entity/Q97285047,Knöffelstraße,Point(13.75648 51.02311),http://www.wikidata.org/entity/Q114916,Johann Christoph Knöffel,deutscher Baumeister und Architekt,1217,ja,Person real,,,,,,Straße,Straße
954,http://www.wikidata.org/entity/Q99396200,Karl-Liebknecht-Straße,Point(13.756662 51.112185),http://www.wikidata.org/entity/Q75886,Karl Liebknecht,"deutscher Politiker (SPD/KPD), MdR",1109,nein,Person real,,,,,,Straße,Straße
988,http://www.wikidata.org/entity/Q67443706,Pestalozzistraße,Point(13.75667 51.05132),http://www.wikidata.org/entity/Q105428,Johann Heinrich Pestalozzi,Schweizer Pädagoge,1069,nein,Person real,,,,,,Straße,Straße
1290,http://www.wikidata.org/entity/Q66023730,Martin-Luther-Platz,Point(13.756704 51.064252),http://www.wikidata.org/entity/Q9554,Martin Luther,"deutscher Theologe, Autor und Urheber der Reformation",1099,nein,Person real,,,,,,Platz,Platz
1478,http://www.wikidata.org/entity/Q66055238,Hans-Oster-Straße,Point(13.75675 51.07444),http://www.wikidata.org/entity/Q57409,Hans Oster,deutscher General und Widerstandskämpfer,1099,ja,Person real,,,,,,Straße,Straße
1031,http://www.wikidata.org/entity/Q99396030,Heinrich-Tessenow-Weg,Point(13.756754 51.113032),http://www.wikidata.org/entity/Q63191,Heinrich Tessenow,deutscher Architekt und Hochschullehrer,1109,ja,Person real,,,,,,Weg,Weg
1565,http://www.wikidata.org/entity/Q72662039,Buchnerstraße,Point(13.75685 51.02262),http://www.wikidata.org/entity/Q2059034,Paul Buchner,"deutscher Tischler, Schraubenmacher und Baumeister",1217,ja,Person real,,,,,,Straße,Straße
1435,http://www.wikidata.org/entity/Q67869651,Franz-Liszt-Straße,Point(13.756872 51.031502),http://www.wikidata.org/entity/Q41309,Franz Liszt,ungarischer Komponist und Pianist der Romantik,1219,ja,Person real,,,,,,Straße,Straße
390,http://www.wikidata.org/entity/Q2210653,Sachsenplatz,Point(13.7569 51.055),http://www.wikidata.org/entity/Q101985,Sachsen,westgermanischer Völkerverband,1307,nein,Bevölkerungsgruppe,,,,,,Platz,Platz
2473,http://www.wikidata.org/entity/Q99397558,Volkersdorfer Weg,Point(13.756955 51.132562),http://www.wikidata.org/entity/Q2531403,Volkersdorf (Radeburg),Ortsteil von Radeburg,1109,nein,Ort,,,,,,Weg,Weg
2109,http://www.wikidata.org/entity/Q66023599,Sebnitzer Straße,Point(13.757062 51.068453),http://www.wikidata.org/entity/Q6483,Sebnitz,"Stadt im Landkreis Sächsische Schweiz-Osterzgebirge, Sachsen, Deutschland",1099,nein,Ort,,,,,,Straße,Straße
108,http://www.wikidata.org/entity/Q99397645,Windmühlenweg,Point(13.757151 51.116951),,,,1109,ja,Gewerbe/Industrie,,,,,,Weg,Weg
229,http://www.wikidata.org/entity/Q2637120,Alaunplatz,Point(13.7572 51.0708),http://www.wikidata.org/entity/Q190527,Alaun,"Schwefelsaure Doppelverbindung, s. str. Kaliumaluminiumsulfat",1099,ja,Bauwerk/Infrastruktur,ökonomisch,,,,,Platz,Platz
843,http://www.wikidata.org/entity/Q99397020,Hellersiedlung Weg E,Point(13.75722 51.08985),,,,1099,ja,Siedlung,,,,,,Weg,Sonstige
1440,http://www.wikidata.org/entity/Q61740402,Caspar-David-Friedrich-Straße,Point(13.7575 51.02728),http://www.wikidata.org/entity/Q104884,Caspar David Friedrich,deutscher Maler der Romantik (1774–1840),"01219, 01217",ja,Person real,,,,,,Straße,Straße
1449,http://www.wikidata.org/entity/Q61791384,Güntzstraße,Point(13.7575 51.0507),http://www.wikidata.org/entity/Q1714508,Justus Friedrich Güntz,"Rechtsanwalt, Redakteur und Besitzer des „Dresdner Anzeigers“","01069, 01307",ja,Person real,,,,,,Straße,Straße
1239,http://www.wikidata.org/entity/Q97285048,Kerstingstraße,Point(13.75752 51.02347),http://www.wikidata.org/entity/Q215590,Georg Friedrich Kersting,deutscher Maler der Romantik,1217,ja,Person real,,,,,,Straße,Straße
1275,http://www.wikidata.org/entity/Q98167216,Wilhelm-Busch-Straße,Point(13.75753 51.01645),http://www.wikidata.org/entity/Q109540,Wilhelm Busch,deutscher humoristischer Dichter und Zeichner,1217,nein,Person real,,,,,,Straße,Straße
352,http://www.wikidata.org/entity/Q65032591,Bischofsweg,Point(13.75762 51.06925),http://www.wikidata.org/entity/Q866216,Bischofsweg (Meißen–Stolpen),Altstraße in Sachsen,"01097, 01099",nein,Beruf/Funktion,,,,,,Weg,Weg
1703,http://www.wikidata.org/entity/Q97285045,Gußmannstraße,Point(13.75769 51.02193),http://www.wikidata.org/entity/Q878125,Otto Gussmann,deutscher Maler,1217,ja,Person real,,,,,,Straße,Straße
2889,http://www.wikidata.org/entity/Q67435894,Sachsenallee,Point(13.7577 51.054327),http://www.wikidata.org/entity/Q1202,Sachsen,Land der Bundesrepublik Deutschland,1307,nein,Region,,,,,,Allee,Allee
1178,http://www.wikidata.org/entity/Q97285102,Gustav-Adolf-Straße,Point(13.75776 51.02978),http://www.wikidata.org/entity/Q52938,Gustav II. Adolf,König von Schweden,1219,nein,Person real,,,,,,Straße,Straße
995,http://www.wikidata.org/entity/Q65967064,Stauffenbergallee,Point(13.757764 51.075897),http://www.wikidata.org/entity/Q21209,Claus Schenk Graf von Stauffenberg,"deutscher Offizier und Mitglied des Widerstandes vom 20. Juli 1944, verübte ein Attentat auf Adolf Hitler",1099,ja,Person real,,,,,,Allee,Allee
256,http://www.wikidata.org/entity/Q90259156,An der Höhe,Point(13.75781 51.11146),,,,1109,ja,weitere Geografika,Berg,,,,,Sonstige,Sonstige
830,http://www.wikidata.org/entity/Q99395934,Hellersiedlung Weg F,Point(13.75788 51.09048),,,,1099,ja,Siedlung,,,,,,Weg,Sonstige
844,http://www.wikidata.org/entity/Q99397132,Hellersiedlung Weg G,Point(13.7579 51.09136),,,,1099,ja,Siedlung,,,,,,Weg,Sonstige
647,http://www.wikidata.org/entity/Q66023127,Löwenstraße,Point(13.75793 51.062223),,,,1099,ja,Gewerbe/Industrie,Gasthaus,,,,,Straße,Straße
2111,http://www.wikidata.org/entity/Q66023720,Pulsnitzer Straße,Point(13.757968 51.064364),http://www.wikidata.org/entity/Q81743,Pulsnitz,"Stadt im Landkreis Bautzen, Sachsen, Deutschland",1099,nein,Ort,,,,,,Straße,Straße
1668,http://www.wikidata.org/entity/Q99397587,Wasastraße,Point(13.75809 51.03019),http://www.wikidata.org/entity/Q472635,Gustav von Schweden,"Prinz von Schweden, Prinz von Wasa und österreichischer Feldmarschallleutnant",1219,ja,Person real,,,,,,Straße,Straße
825,http://www.wikidata.org/entity/Q99395873,Hellersiedlung Weg H,Point(13.75822 51.09212),,,,1099,ja,Siedlung,,,,,,Weg,Sonstige
518,http://www.wikidata.org/entity/Q72661508,Am Talkenberg,Point(13.75836 51.11004),,,,1109,ja,weitere Geografika,Flurname,,,,,Berg,Sonstige
1902,http://www.wikidata.org/entity/Q72661952,Blumenweg,Point(13.758403 51.113031),,,,1109,nein,Natur,Pflanze,,,,,Weg,Weg
1638,http://www.wikidata.org/entity/Q100934726,Güntzplatz,Point(13.758432 51.054029),http://www.wikidata.org/entity/Q1714508,Justus Friedrich Güntz,"Rechtsanwalt, Redakteur und Besitzer des „Dresdner Anzeigers“",1307,ja,Person real,,,,,,Platz,Platz
1216,http://www.wikidata.org/entity/Q100936742,Olbrichtplatz,Point(13.758463 51.076533),http://www.wikidata.org/entity/Q57408,Friedrich Olbricht,"deutscher Offizier, im Zweiten Weltkrieg General und Mitglied im Widerstand",1099,ja,Person real,,,,,,Platz,Platz
2900,http://www.wikidata.org/entity/Q66023694,Talstraße,Point(13.758465 51.065923),,,,1099,ja,weitere Geografika,Tal,,,,,Straße,Straße
491,http://www.wikidata.org/entity/Q72661260,Am Fuchsberg,Point(13.7585 51.01055),,,,1219,ja,weitere Geografika,Flurname,,,,,Berg,Sonstige
1195,http://www.wikidata.org/entity/Q97285053,Heinrich-Zille-Straße,Point(13.75851 51.02634),http://www.wikidata.org/entity/Q498211,Heinrich Zille,deutscher Maler und Zeichner,1219,ja,Person real,,,,,,Straße,Straße
3110,http://www.wikidata.org/entity/Q72661564,Am Wiesental,Point(13.75864 51.00656),,,,1219,ja,weitere Geografika,Tal,,,,,Sonstige,Sonstige
2859,http://www.wikidata.org/entity/Q99397127,Rähnitzer Straße,Point(13.758727 51.120596),http://www.wikidata.org/entity/Q1563739,Rähnitz,Stadtteil von Dresden,1109,ja,Ort,Stadtteil,,,,,Straße,Straße
2557,http://www.wikidata.org/entity/Q66023626,Schönfelder Straße,Point(13.758755 51.066591),http://www.wikidata.org/entity/Q1287867,Schönfeld (Dresden),Ortsteil von Dresden,1099,ja,Ort,,,,,,Straße,Straße
839,http://www.wikidata.org/entity/Q99396546,Hellersiedlung Weg I,Point(13.75897 51.09272),,,,1099,ja,Siedlung,,,,,,Weg,Sonstige
1427,http://www.wikidata.org/entity/Q66310518,Marschnerstraße,Point(13.759137 51.050517),http://www.wikidata.org/entity/Q160063,Heinrich August Marschner,deutscher Komponist,1307,ja,Person real,,,,,,Straße,Straße
1705,http://www.wikidata.org/entity/Q97285080,Julius-Otto-Straße,Point(13.75915 51.03083),http://www.wikidata.org/entity/Q747254,Ernst Julius Otto,"deutscher Komponist, Chorleiter und Kreuzkantor",1219,ja,Person real,,,,,,Straße,Straße
3048,http://www.wikidata.org/entity/Q98561100,Am Sonnenhang,Point(13.7593 51.10932),,,,1109,nein,Sonstige,,,,,,Hang,Sonstige
2110,http://www.wikidata.org/entity/Q66023611,Kamenzer Straße,Point(13.759318 51.069139),http://www.wikidata.org/entity/Q81722,Kamenz,"Große Kreisstadt im Landkreis Bautzen, Sachsen, Deutschland",1099,nein,Ort,,,,,,Straße,Straße
1603,http://www.wikidata.org/entity/Q2550213,Wasaplatz,Point(13.7594 51.0282),http://www.wikidata.org/entity/Q472635,Gustav von Schweden,"Prinz von Schweden, Prinz von Wasa und österreichischer Feldmarschallleutnant",1219,ja,Person real,,,,,,Platz,Platz
1952,http://www.wikidata.org/entity/Q72662389,Finkensteig,Point(13.7594 51.11478),http://www.wikidata.org/entity/Q115694618,Fink,allgemeine Idee eines Singvogels mit kegelförmigem Schnabel,1109,nein,Natur,Tier,,,,,Steig,Sonstige
1606,http://www.wikidata.org/entity/Q72662308,Elisabeth-Boer-Straße,Point(13.75943 51.08343),http://www.wikidata.org/entity/Q1329794,Elisabeth Boer,deutsche Archivarin und Historikerin,1099,ja,Person real,,,,,,Straße,Straße
2888,http://www.wikidata.org/entity/Q67435454,Elsasser Straße,Point(13.759476 51.05445),http://www.wikidata.org/entity/Q1142,Elsass,historische und kulturelle Region und Gebietskörperschaft Frankreichs,1307,nein,Region,,,,,,Straße,Straße
147,http://www.wikidata.org/entity/Q99396962,Provianthofstraße,Point(13.7595 51.08234),,,,1099,ja,Bauwerk/Infrastruktur,,,,,,Straße,Straße
226,http://www.wikidata.org/entity/Q66023131,Holzhofgasse,Point(13.759531 51.06269),http://www.wikidata.org/entity/Q1625571,Holzhof,Platz zur Aufbewahrung geschlagenen bzw. zum Verkauf und Abtransport bestimmten Brenn- und Bauholzes,1099,ja,Bauwerk/Infrastruktur,,,,,,Gasse,Gasse
2197,http://www.wikidata.org/entity/Q72662617,Golberoder Straße,Point(13.759542 51.006084),http://www.wikidata.org/entity/Q1534523,Golberode (Bannewitz),"Ortsteil von Bannewitz, Landkreis Sächsische Schweiz-Osterzgebirge",1219,nein,Ort,,,,,,Straße,Straße
1795,http://www.wikidata.org/entity/Q94577300,Kurt-Frölich-Straße,Point(13.75969 51.02562),http://www.wikidata.org/entity/Q17126524,Kurt Frölich,Dresdner Arbeiterfunktionär und Widerstandskämpfer,1219,ja,Person real,,,,,,Straße,Straße
489,http://www.wikidata.org/entity/Q72661201,Am Dachsberg,Point(13.75973 51.01046),,,,1219,ja,weitere Geografika,Flurname,,,,,Berg,Sonstige
1895,http://www.wikidata.org/entity/Q66023750,Wolfsgasse,Point(13.759752 51.063175),,,,1099,nein,Natur,Tier,,,,,Gasse,Gasse
838,http://www.wikidata.org/entity/Q99396543,Hellersiedlung Weg K,Point(13.75989 51.09328),,,,1099,ja,Siedlung,,,,,,Weg,Sonstige
3140,http://www.wikidata.org/entity/Q98561116,Ruscheweg,Point(13.75994 51.11016),,,,1109,ja,Gegenstand,,,,,,Weg,Weg
2922,http://www.wikidata.org/entity/Q67924159,Hauptallee,Point(13.759955 51.038971),,,,1219,ja,Selbstreferenziell,,,,,,Allee,Allee
525,http://www.wikidata.org/entity/Q72661610,An den Kuhbergen,Point(13.76 51.00722),http://www.wikidata.org/entity/Q1434274,Flurname,Bezeichnung eines kleinräumigen Landschaftsteils,1219,ja,weitere Geografika,Flurname,,,,,Berg,Sonstige
3215,,Heiligenbornweg,Point(13.7600717 51.0089843),,Heiliger Born,,1217,ja,weitere Geografika,Gewässer,,,,,Weg,Weg
2687,http://www.wikidata.org/entity/Q97285497,Zschertnitzer Straße,Point(13.76018 51.01786),http://www.wikidata.org/entity/Q8957,Zschertnitz,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland","01219, 01217",ja,Ort,Stadtteil,,,,,Straße,Straße
197,http://www.wikidata.org/entity/Q99396229,Kirchsteig,Point(13.76021 51.11361),http://www.wikidata.org/entity/Q435684,Alte Kirche Klotzsche,Kirchengebäude in Dresden-Klotzsche,1109,ja,Bauwerk/Infrastruktur,religiös,religiös,,,,Steig,Sonstige
1505,http://www.wikidata.org/entity/Q66311074,Georg-Nerlich-Straße,Point(13.760248 51.047804),http://www.wikidata.org/entity/Q1505464,Georg Nerlich,deutscher Maler,1307,ja,Person real,,,,,,Straße,Straße
2100,http://www.wikidata.org/entity/Q63870008,Kreischaer Straße,Point(13.76032 51.02782),http://www.wikidata.org/entity/Q6787,Kreischa,"Gemeinde im Landkreis Sächsische Schweiz-Osterzgebirge, Sachsen, Deutschland",1219,nein,Ort,,,,,,Straße,Straße
1209,http://www.wikidata.org/entity/Q102307227,Gustav-Adolf-Platz,Point(13.760388 51.030151),http://www.wikidata.org/entity/Q52938,Gustav II. Adolf,König von Schweden,1219,nein,Person real,,,,,,Platz,Platz
917,http://www.wikidata.org/entity/Q67868178,Herderstraße,Point(13.760409 51.032807),http://www.wikidata.org/entity/Q155547,Johann Gottfried Herder,"deutscher Schriftsteller, Übersetzer, Theologe und Philosoph",1219,nein,Person real,,,,,,Straße,Straße
1238,http://www.wikidata.org/entity/Q97285249,Trübnerstraße,Point(13.76049 51.02152),http://www.wikidata.org/entity/Q461271,Wilhelm Trübner,deutscher Maler des Realismus,1217,nein,Person real,,,,,,Straße,Straße
1231,http://www.wikidata.org/entity/Q97285132,Robert-Koch-Straße,Point(13.76051 51.02447),http://www.wikidata.org/entity/Q37193,Robert Koch,deutscher Mediziner und Mikrobiologe,1219,nein,Person real,,,,,,Straße,Straße
