ID,street name,named after,gender,place of birth,place of death,citizenships,citizenships today,occupations,birth year,death year,area of action,category,category II,connection,party,miscellaneous,lat,lon
1342,Georg-Kühne-Straße,Georg Kühne,männlich,,,,Deutschland,,1879,1965.0,lokal,politisch,Bürgermeister,,,,,
1452,Pfotenhauerstraße,Wilhelm Pfotenhauer,männlich,Hohenstein-Ernstthal,Dresden,Deutschland,Deutschland,Politiker,1812,1877.0,lokal,politisch,Bürgermeister,,,,50.8021139,12.7072907
1453,Hertelstraße,Theodor Julius Hertel,männlich,Wurzen,Dresden,Deutschland,Deutschland,Politiker,1807,1880.0,lokal,politisch,Bürgermeister,,,,51.3709574,12.7410574
1466,Neubertstraße,Heinrich Moritz Neubert,männlich,Ehrenfriedersdorf,Dresden,"Königreich Sachsen,Deutsches Reich",Deutschland,"Jurist, Bürgermeister",1809,1881.0,lokal,politisch,Bürgermeister,,,,50.6442951,12.9675018
1619,Tzschimmerstraße,Gabriel Tzschimmer,männlich,Dresden,Dresden,Deutschland,Deutschland,Politiker,1629,1694.0,lokal,politisch,Bürgermeister,,,,51.0493286,13.7381437
1620,Dornblüthstraße,Marcus Dornblüth,männlich,Großenhain,Dresden,Deutschland,Deutschland,Politiker,1642,1715.0,lokal,politisch,Bürgermeister,,,,51.2911845,13.5317153
1765,Pohlandstraße,Carl Christian Pohland,männlich,Neustadt an der Orla,,,Deutschland,Politiker,1769,1847.0,lokal,politisch,Bürgermeister,,,,50.7364311,11.7458512
1766,Ermelstraße,Friedrich August Ermel,männlich,Dresden,Dresden,,Deutschland,Politiker,1740,1812.0,lokal,politisch,Bürgermeister,,,,51.0493286,13.7381437
1769,Jacobistraße,Johann Georg Ferdinand Jacobi,männlich,Winningen,Dresden,,Deutschland,"Jurist, Schriftsteller, Richter, Bürgermeister",1766,1848.0,lokal,politisch,Bürgermeister,,,,50.3138799,7.5182184
1770,Bergmannstraße,Ehregott Friedrich Bergmann,männlich,,,,Deutschland,Bürgermeister,1710,1773.0,lokal,politisch,Bürgermeister,,,,,
1772,Hüblerplatz,Balthasar Hübler,männlich,,Dresden,,Deutschland,"Politiker, Rechtsanwalt",1788,1866.0,lokal,politisch,Bürgermeister,,,,,
1773,Hüblerstraße,Balthasar Hübler,männlich,,Dresden,,Deutschland,"Politiker, Rechtsanwalt",1788,1866.0,lokal,politisch,Bürgermeister,,,,,
1813,Busmannstraße,Lorenz Busmann,männlich,,,,Deutschland,,,1406.0,lokal,politisch,Bürgermeister,,,,,
1818,Voglerstraße,Christian Heinrich Vogler,männlich,,Dresden,,Deutschland,Bürgermeister,1658,1746.0,lokal,politisch,Bürgermeister,,,,,
1819,Behrischstraße,Burkhard Leberecht Behrisch,männlich,Langendorf,,,Deutschland,"Gutsherr, Jurist, Bürgermeister",1682,1750.0,lokal,politisch,Bürgermeister,,,,49.1962745,13.5092561
1863,Tirmannstraße,Nicolaus Tirmann,männlich,,Dresden,,Deutschland,Politiker,1350,1437.0,lokal,politisch,Bürgermeister,,,,,
876,Franklinstraße,Benjamin Franklin,männlich,Boston,Philadelphia,"Vereinigte Staaten,British America",USA,"Universalgelehrter, Diplomat, Politiker, Schriftsteller",1706,1790.0,international,politisch,Erfinder,,,,42.3554334,-71.060511
1302,Bergerstraße,Johann Carl Berger,männlich,,,,Deutschland,Gemeindevorsteher,1818,1891.0,lokal,politisch,Lokalpolitiker,,,,,
1311,Hartungstraße,Ernst Leberecht Hartung,männlich,,,,Deutschland,"Arzt, Gemeinderat",1851,1914.0,lokal,politisch,Lokalpolitiker,,,,,
1340,Franzweg,Max Franz,männlich,,,,Deutschland,"Gutsbesitzer, Gemeindevorstand",1860,1916.0,lokal,politisch,Lokalpolitiker,,,,,
1346,Pietzschstraße,Julius Pietzsch,männlich,,,,Deutschland,"Gutsbesitzer, Gemeinderatsmitglied",,,lokal,politisch,Lokalpolitiker,,,,,
1349,Welzelstraße,Paul Welzel,männlich,Biebersdorf,Lockwitz,,Deutschland,"Verleger, Gemeinderat",1864,1921.0,lokal,politisch,Lokalpolitiker,,,,51.9851212,13.9744152
1360,Wollnerstraße,Robert Wollner,männlich,,,,Deutschland,Fabrikbesitzer. Gemeinderat,1854,1927.0,lokal,politisch,Lokalpolitiker,,,,,
1361,Thömelstraße,Emil Bernhard Thömel,männlich,,,,Deutschland,Gemeindevorstand,1858,1941.0,lokal,politisch,Lokalpolitiker,,,,,
1362,Gustav-Merbitz-Straße,Gustav Merbitz,männlich,,,,Deutschland,Gemeindevorstand,1835,1913.0,lokal,politisch,Lokalpolitiker,,,,,
1372,Hermann-Große-Straße,Hermann Große,männlich,,,,Deutschland,,1848,1928.0,lokal,politisch,Lokalpolitiker,,,,,
1378,Alfred-Darre-Weg,Max Alfred Darre,männlich,,,,Deutschland,,1890,1945.0,lokal,politisch,Lokalpolitiker,,,,,
1379,Höntzschstraße,Friedrich August Höntzsch,männlich,,,,Deutschland,,1846,1921.0,lokal,politisch,Lokalpolitiker,,,,,
1391,Otto-Harzer-Straße,Paul Otto Harzer,männlich,,,,Deutschland,Bürgermeister,1894,1949.0,lokal,politisch,Lokalpolitiker,,,,,
1394,Paul-Breyer-Straße,Paul Beyer,männlich,,,,Deutschland,Bürgermeister,1883,1965.0,lokal,politisch,Lokalpolitiker,,,,,
1399,Rudolf-Förster-Straße,Rudolf Förster,männlich,,,,Deutschland,,1885,1938.0,lokal,politisch,Lokalpolitiker,,,,,
1592,Paulusplatz,Friedrich Heinrich Paulus,männlich,,,Deutsches Reich,Deutschland,Gemeindevorsteher,1846,1929.0,lokal,politisch,Lokalpolitiker,,,,,
1776,Bibrachstraße,Franz Bibrach,männlich,,,,Deutschland,"Stadtrat, Wohltäter, Stigter",1465,,lokal,politisch,Lokalpolitiker,,,,,
1780,Tauscherstraße,Karl Tauscher,männlich,,,,Deutschland,,1819,1890.0,lokal,politisch,Lokalpolitiker,,,,,
1783,Barteldesplatz,Karl Louis Barteldes,männlich,,,,Deutschland,"Gemeinderatsmitglied, Stifter",1821,1880.0,lokal,politisch,Lokalpolitiker,,,,,
1790,Adolfstraße,Adolf Franze,männlich,,,,Deutschland,"Gutsbesitzer, Gemeinderat",,,lokal,politisch,Lokalpolitiker,,,,,
1791,Waldemarstraße,August Waldemar Höpfner,männlich,,,,Deutschland,"Fabrikant, Gemeinderatsmitglied",,,lokal,politisch,Lokalpolitiker,,,,,
1811,Ernst-Wagner-Straße,Ernst Wagner,männlich,,,,Deutschland,Gemeindevorsteher,1880,1954.0,lokal,politisch,Lokalpolitiker,,,,,
1835,Burckhardtstraße,Gottlob Samuel Burckhardt,männlich,,Dresden,,Deutschland,Stadtverordneter,1784,1849.0,lokal,politisch,Lokalpolitiker,,,,,
1844,Friebelstraße,August Friebel,männlich,,,,Deutschland,"Gemeindevorstand, Ortsrichter",1828,1900.0,lokal,politisch,Lokalpolitiker,,,,,
1847,Gebauerstraße,Karl Traugott Gebauer,männlich,,,,Deutschland,,1828,1895.0,lokal,politisch,Lokalpolitiker,,,,,
1851,Otto-Dittrich-Straße,Otto Dittrich,männlich,,,,Deutschland,,1864,1929.0,lokal,politisch,Lokalpolitiker,,,,,
1852,Edmund-Leistner-Weg,Edmund Leistner,männlich,,,,Deutschland,Gemeindevorstand,1864,1942.0,lokal,politisch,Lokalpolitiker,,,,,
1854,Steglichstraße,Hermann Steglich,männlich,,,,Deutschland,,1858,1920.0,lokal,politisch,Lokalpolitiker,,,,,
1862,Straußstraße,Moritz August Strauß,männlich,,,,Deutschland,"Gemeindevorsteher, Lehrer",1835,1904.0,lokal,politisch,Lokalpolitiker,,,,,
1865,Max-Grahl-Straße,Carl Fürchtegott Max Grahl,männlich,,,,Deutschland,,1831,1924.0,lokal,politisch,Lokalpolitiker,,,,,
1867,Großmannstraße,Karl Gustav Großmann,männlich,,,,Deutschland,Gemeindevorstand,1843,1900.0,lokal,politisch,Lokalpolitiker,,,,,
1868,Heinrich-Lange-Straße,Heinrich Lange,männlich,,,,Deutschland,Gemeindevorstand,1854,1928.0,lokal,politisch,Lokalpolitiker,,,,,
1869,Hendrichstraße,Friedrich Gottlob Theodor Hendrich,männlich,,,,Deutschland,,1834,1900.0,lokal,politisch,Lokalpolitiker,,,,,
1874,Wilhelm-Franz-Straße,Wilhelm Franz,männlich,,Dresden,,Deutschland,Gemeindeältester,1819,1903.0,lokal,politisch,Lokalpolitiker,,,,,
1878,Oskar-Maune-Straße,Oskar Maune,männlich,,,,Deutschland,,1875,1947.0,lokal,politisch,Lokalpolitiker,,,,,
3195,Friedrich-Findeisen-Straße,Friedrich Findeisen,männlich,,,Deutschland,Deutschland,"Gutsbesitzer, Gemeindevorstand",1856,1930.0,lokal,politisch,Lokalpolitiker,,,,,
1654,Schevenstraße,Katharina Scheven,weiblich,Dresden,Dresden,Deutschland,Deutschland,"Herausgeber, Politiker",1861,1922.0,lokal,politisch,Lokalpolitiker,,DVP,,51.0493286,13.7381437
1624,Marie-Wittich-Straße,Marie Wittich,weiblich,Gießen,Dresden,Deutschland,Deutschland,Opernsänger,"1862, 1868",1931.0,lokal,politisch,Musiker/Komponist,,,,50.5808795,8.6938161
1339,Franz-Latzel-Straße,Franz Latzel,männlich,Boboszów,,,Deutschland,Politiker,1880,1941.0,lokal,politisch,NS-Verfolgte,,,,50.107257,16.6956357
3194,Wilhelmine-Kähler-Straße,Wilhelmine Kähler,weiblich,,,Deutschland,Deutschland,"Gewerkschafter, Politiker",1864,1941.0,lokal,politisch,Parteifunktionär,,,,,
1075,Lindenaustraße,Bernhard von Lindenau,männlich,Altenburg,Altenburg,"Sachsen-Altenburg,Königreich Sachsen",Deutschland,"Politiker, Rechtsanwalt, Astronom",1779,1854.0,lokal,politisch,Regierungschef,,,,50.9852411,12.4340988
1020,Bernhard-von-Lindenau-Platz,Bernhard von Lindenau,männlich,Altenberg,Altenberg,Königreich Sachsen,Deutschland,"Jurist, Astronom, Minister, Mäzen",1779,1854.0,lokal,politisch,Regierungsmitglied,,,,50.766598,13.7523234
1184,Rathenaustraße,Walther Rathenau,männlich,Berlin,Berlin,"Deutschland,Königreich Preußen,Weimarer Republik,Deutsches Kaiserreich",Deutschland,"Science-Fiction-Schriftsteller, Kunstsammler, Unternehmer, Politiker, Ingenieur, Schriftsteller",1867,1922.0,national,politisch,Regierungsmitglied,,DDP,,52.510885,13.3989367
1483,Weinligstraße,Albert Christian Weinlig,männlich,Dresden,Dresden,Deutschland,Deutschland,"Hochschullehrer, Wirtschaftswissenschaftler, Politiker",1812,1873.0,lokal,politisch,Regierungsmitglied,,,,51.0493286,13.7381437
1625,Hermann-Schmitt-Platz,Hermann Schmitt,männlich,Dresden,St. Blasien,Deutschland,Deutschland,"Hochschullehrer, Jurist",1874,1932.0,lokal,politisch,Regierungsmitglied,,,,51.0493286,13.7381437
1301,Beckerstraße,Karl Friedrich Wilhelm Becker,männlich,,,,Deutschland,,1841,1901.0,lokal,politisch,Sonstige,,,,,
1806,Hilbertstraße,Carl Hilbert,männlich,,,,Deutschland,,1848,1923.0,lokal,politisch,Sonstige,,,,,
1822,Jorge-Gomondai-Platz,Jorge Gomondai,männlich,Chimoio,Dresden,,Mosambik,,1962,1991.0,lokal,politisch,Sonstige,,,,-19.1437458,33.4780059
1407,Bernhardstraße,Bernhard von Lindenau,männlich,Altenburg,Altenburg,Königreich Sachsen,Deutschland,"Astronom, Politiker, Minister",1779,1854.0,lokal,politisch,,,,,50.9852411,12.4340988
1344,Gerberstraße,Christian Gottlob Gerber,männlich,Rothschönenberg,Lockwitz,,Deutschland,,1686,1764.0,lokal,religiös,Geisteswissenschaftler,,,,,
1338,Floriangasse,Florian von Lorch,männlich,Lauriacum,Lorch,Österreich,Österreich,Verwaltungsleiter,,304.0,international,religiös,Heiliger,,,,48.2139223,14.4797366
1365,Hans-Schäfer-Weg,Hans Schäfer,männlich,,,,Deutschland,Kantor,1912,1984.0,lokal,religiös,Musiker/Komponist,,,,,
1417,Hans-Fromm-Straße,Hans Fromm,männlich,,,Deutsche Demokratische Republik,Deutschland,Organist,1937,1982.0,lokal,religiös,Musiker/Komponist,,,,,
907,Brehmweg,Christian Ludwig Brehm,männlich,Schönau vor dem Walde,Renthendorf,"Sachsen-Gotha-Altenburg,Herzogtum Sachsen-Coburg und Gotha",Deutschland,"Sammler zoologischer Objekte, Ornithologe, Pastor",1787,1864.0,national,religiös,Naturwissenschaftler,,,,50.8577242,10.6405804
924,Comeniusplatz,Johann Amos Comenius,männlich,Uherský Brod,Amsterdam,Habsburgermonarchie,Tschechien,"Linguist, Philosoph, Theologe, Pädagoge, Presbyter, Archivar, Historiker, Politiker, Lehrer, Schriftsteller, Bischof, Wissenschaftler",1592,1670.0,international,religiös,Pädagoge,,,,49.0253139,17.6464437
1358,Heroldstraße,Johann Salomon Herold,männlich,,,,Deutschland,"Theologe, Pastor",1718,1795.0,lokal,religiös,Pastor,,,,,
966,Pastor-Roller-Straße,Samuel David Roller,männlich,Heynitz,Lausa,Deutschland,Deutschland,Lehrer,1779,1850.0,lokal,religiös,Pfarrer,,,,51.0935239,13.3845191
1789,Henricistraße,Karl Bernhard Henrici,männlich,,,,Deutschland,"Pfarrer, Schulinspektor",1837,1924.0,lokal,religiös,Pfarrer,,,,,
1885,Richard-Mannschatz-Straße,Richard Mannschatz,männlich,,,,Deutschland,,1843,1931.0,lokal,religiös,Pfarrer,,,,,
3152,Martiniweg,Johann Christian Martini,männlich,,,,Deutschland,Pfarrer,1663,1725.0,lokal,religiös,Pfarrer,,,,,
3189,Am Martiniweg,Christian Martini,männlich,,,,Deutschland,,1663,1725.0,lokal,religiös,Pfarrer,,,,,
1875,Jacob-Winter-Platz,Jacob Winter,männlich,Prievaly,Dresden,,Deutschland,Rabbiner,1857,1940.0,lokal,religiös,Rabbiner,,,,48.558454,17.3493194
921,Gerokstraße,Karl von Gerok,männlich,Vaihingen an der Enz,Stuttgart,Deutsches Kaiserreich,Deutschland,"Theologe, Dichter, Schriftsteller",1815,1890.0,national,religiös,Sonstige,,,,48.9321398,8.9568316
969,Hans-Böheim-Straße,Hans Böhm,männlich,Helmstadt,Würzburg,Deutschland,Deutschland,"Hirte, Musiker, Prediger, Schäfer",1458,1476.0,national,religiös,Sonstige,,,,49.7613991,9.7087047
1488,Zinzendorfstraße,Nikolaus Ludwig von Zinzendorf,männlich,Dresden,Herrnhut,Deutschland,Deutschland,"Kirchenlieddichter, Reformator, Übersetzer, Theologe, Priester, Dichter, Schriftsteller",1700,1760.0,lokal,religiös,Sonstige,,,,51.0493286,13.7381437
1550,Tittmannstraße,Karl Christian Tittmann,männlich,Grimma,Dresden,Deutschland,Deutschland,"Hochschullehrer, Theologe",1744,1820.0,lokal,religiös,Sonstige,,,,51.2383379,12.7287511
875,Louis-Braille-Straße,Louis Braille,männlich,Coupvray,Paris,Frankreich,Frankreich,"Organist, Erfinder",1809,1852.0,international,sozial,Sonstige,,,,48.8918983,2.7948137
1042,Elsa-Brändström-Straße,Elsa Brändström,weiblich,Sankt Petersburg,Cambridge,Schweden,Schwe,"Philanthrop, Pflegewissenschaftler, Gesundheits- und Krankenpfleger, Lehrer",1888,1948.0,lokal,sozial,Philantrop,,,,59.9606739,30.1586551
1666,Marie-Simon-Straße,Marie Simon,weiblich,Doberschau,Loschwitz,Königreich Sachsen,Deutschland,"Gesundheits- und Krankenpfleger, Militär",1824,1877.0,lokal,sozial,Sonstige,,,,51.2483469,16.0002788
1031,Heinrich-Tessenow-Weg,Heinrich Tessenow,männlich,Rostock,Berlin,Deutschland,Deutschland,"Hochschullehrer, Stadtplaner, Architekt",1876,1950.0,lokal,wissenschaftlich,Architekt,,,,54.0886707,12.1400211
1754,Cornelius-Gurlitt-Straße,Cornelius Gurlitt,männlich,Nischwitz,Dresden,Deutsches Reich,Deutschland,"Hochschullehrer, Kunsthistoriker, Architekt",1850,1938.0,lokal,wissenschaftlich,Architekt,,,,51.3935557,12.7120341
1493,Hähnelstraße,Ernst Hähnel,männlich,Dresden,Dresden,Königreich Sachsen,Deutschland,"Hochschullehrer, Bildhauer, Lehrer",1811,1891.0,lokal,wissenschaftlich,Bildender Künstler,,,,51.0493286,13.7381437
906,Benzstraße,Carl Benz,männlich,Mühlburg,Ladenburg,"Republik Baden,Großherzogtum Baden",Deutschland,"Erfinder, Ingenieur",1844,1929.0,national,wissenschaftlich,Erfinder,,,,49.0133216,8.3635856
1078,Morseweg,Samuel F. B. Morse,männlich,Charlestown,Manhattan,Vereinigte Staaten,USA,"Hochschullehrer, Bildhauer, Maler, Erfinder, Physiker, Schriftsteller, Fotograf",1791,1872.0,international,wissenschaftlich,Erfinder,,,,42.3778749,-71.0619957
1219,Reisstraße,Philipp Reis,männlich,Gelnhausen,Friedrichsdorf,Königreich Preußen,Deutschland,"Forscher, Erfinder",1834,1874.0,regional,wissenschaftlich,Erfinder,,,,50.2043672,9.1997516
1496,Böttgerstraße,Johann Friedrich Böttger,männlich,Schleiz,Dresden,Heiliges Römisches Reich Deutscher Nation,Deutschland,"Keramiker, Provisor, Chemiker",1682,1719.0,lokal,wissenschaftlich,Erfinder,,,,50.5590505,11.8040013
1573,Blochmannstraße,Rudolf Sigismund Blochmann,männlich,Reichstädt,Dresden,Deutschland,Deutschland,Erfinder,1784,1871.0,lokal,wissenschaftlich,Erfinder,,,,50.9197553,12.2334975
870,Mommsenstraße,Theodor Mommsen,männlich,Garding,Charlottenburg,"Herzogtum Schleswig,Königreich Preußen",Deutschland,"Klassischer Archäologe, Epigraphiker, Althistoriker, Rechtshistoriker, Germanist, Numismatiker, Altertumswissenschaftler, Hochschullehrer, Journalist, Historiker, Jurist, Politiker, Schriftsteller",1817,1903.0,national,wissenschaftlich,Geisteswissenschaftler,,,,54.3295733,8.7793889
891,Roscherstraße,Wilhelm Roscher,männlich,Hannover,Leipzig,"Königreich Preußen,Königreich Sachsen,Königreich Hannover",Deutschland,"Hochschullehrer, Pädagoge, Wirtschaftswissenschaftler, Historiker",1817,1894.0,national,wissenschaftlich,Geisteswissenschaftler,,,,52.3744779,9.7385532
935,Friedrich-Hegel-Straße,Georg Wilhelm Friedrich Hegel,männlich,Stuttgart,Berlin,Königreich Württemberg,Deutschland,"Philosophiehistoriker, Rechtsphilosoph, Logiker, Philosoph, Hochschullehrer, Schriftsteller",1770,1831.0,national,wissenschaftlich,Geisteswissenschaftler,,,,48.7784485,9.1800132
936,Alexander-Herzen-Straße,Alexander Iwanowitsch Herzen,männlich,Moskau,Paris,Russisches Kaiserreich,Russland,"Revolutionär, Autobiograf, Philosoph, Pädagoge, Prosaist, Publizist, Literaturkritiker, Journalist, Politiker, Lehrer, Schriftsteller",1812,1870.0,international,wissenschaftlich,Geisteswissenschaftler,,,,55.625578,37.6063916
1019,Uhlandstraße,Ludwig Uhland,männlich,Tübingen,Tübingen,Königreich Württemberg,Deutschland,"Literaturhistoriker, Linguist, Hochschullehrer, Dichterjurist, Liedtexter, Politiker, Dichter, Rechtsanwalt, Schriftsteller",1787,1862.0,national,wissenschaftlich,Geisteswissenschaftler,,,,48.5203263,9.053596
1038,Kantstraße,Immanuel Kant,männlich,Königsberg,Königsberg,Königreich Preußen,Deutschland,"Rechtsphilosoph, Philosoph, Anthropologe, Hochschullehrer, Pädagoge, Mathematiker, Physiker, Bibliothekar, Schriftsteller",1724,1804.0,national,wissenschaftlich,Geisteswissenschaftler,,,,54.7046485,20.4565666
1046,Fichtestraße,Johann Gottlieb Fichte,männlich,Rammenau,Berlin,Deutschland,Deutschland,"Philosoph, Hochschullehrer, Schriftsteller",1762,1814.0,regional,wissenschaftlich,Geisteswissenschaftler,,,,51.1539243,14.1357119
1050,Försterstraße,Friedrich Wilhelm Foerster,männlich,Berlin,Kilchberg,Deutschland,Deutschland,"Philosoph, Pädagoge, Esperantist, Hochschullehrer, Herausgeber, Politiker, Lehrer",1869,1966.0,national,wissenschaftlich,Geisteswissenschaftler,,,,52.510885,13.3989367
1066,Bünauplatz,Heinrich von Bünau,männlich,Weißenfels,Oßmannstedt,Deutschland,Deutschland,"Bibliophiler, Historiker",1697,1762.0,regional,wissenschaftlich,Geisteswissenschaftler,,,,51.1999793,11.9667857
1074,Krausestraße,Karl Christian Friedrich Krause,männlich,Eisenberg,München,Sachsen-Altenburg,Deutschland,"Philosoph, Hochschullehrer, Schriftsteller",1781,1832.0,lokal,wissenschaftlich,Geisteswissenschaftler,,,,50.9691346,11.8961116
1080,Lotzestraße,Hermann Lotze,männlich,Bautzen,Hol,Königreich Sachsen,Deutschland,"Logiker, Anthropologe, Philosoph, Hochschullehrer, Psychologe, Arzt, Schriftsteller",1817,1881.0,regional,wissenschaftlich,Geisteswissenschaftler,,,,51.1809132,14.4276003
1096,Rankestraße,Leopold von Ranke,männlich,Wiehe,Berlin,Königreich Preußen,Deutschland,"Akademiker, Hochschullehrer, Historiker, Schriftsteller",1795,1886.0,national,wissenschaftlich,Geisteswissenschaftler,,,,51.2663157,11.4119903
1159,Schopenhauerstraße,Arthur Schopenhauer,männlich,Danzig,Frankfurt am Main,Königreich Preußen,Deutschland,"Musikwissenschaftler, Hochschullehrer, Philosoph, Übersetzer, Schriftsteller",1788,1860.0,lokal,wissenschaftlich,Geisteswissenschaftler,,,,54.4288032,18.798327
1202,Wundtstraße,Wilhelm Wundt,männlich,Neckarau,Leipzig,Deutschland,Deutschland,"Physiologe, Philosoph, Hochschullehrer, Psychologe, Schriftsteller",1832,1920.0,regional,wissenschaftlich,Geisteswissenschaftler,,,,49.4526788,8.4928241
1218,Riegelplatz,Herman Riegel,männlich,Potsdam,Braunschweig,Deutsches Kaiserreich,Deutschland,"Kunsthistoriker, Hochschullehrer",1834,1900.0,national,wissenschaftlich,Geisteswissenschaftler,,,,52.4009309,13.0591397
1222,Winckelmannstraße,Johann Joachim Winckelmann,männlich,Stendal,Triest,Königreich Preußen,Deutschland,"Archäologe, Hauslehrer, Kunsthistoriker, Historiker, Bibliothekar, Schriftsteller",1717,1768.0,lokal,wissenschaftlich,Geisteswissenschaftler,,,,52.6050782,11.8594279
1348,Grohmannstraße,Johann Samuel Grohmann,männlich,,,,Deutschland,"Chronist, Heimatforscher",1759,1835.0,lokal,wissenschaftlich,Geisteswissenschaftler,,,,,
1473,Quandtstraße,Johann Gottlob von Quandt,männlich,Leipzig,Dresden,Deutschland,Deutschland,"Kunstsammler, Philosoph, Kunsthistoriker, Komponist, Schriftsteller",1787,1859.0,lokal,wissenschaftlich,Geisteswissenschaftler,,,,51.3406321,12.3747329
1581,Georg-Treu-Platz,Georg Treu,männlich,Sankt Petersburg,Dresden,Deutschland,Deutschland,"Klassischer Archäologe, Museologe, Archäologe, Kunsthistoriker, Altertumswissenschaftler, Hochschullehrer, Kurator",1843,1921.0,lokal,wissenschaftlich,Geisteswissenschaftler,,,,59.9606739,30.1586551
1633,Putjatinplatz,Nikolai Abramowitsch Putjatin,männlich,Kiew,Dresden,Russisches Kaiserreich,Russland,Philosoph,1749,1830.0,lokal,wissenschaftlich,Geisteswissenschaftler,,,,50.4500336,30.5241361
1674,Biedermannstraße,Woldemar von Biedermann,männlich,Marienberg,Dresden,Deutsches Kaiserreich,Deutschland,"Literaturhistoriker, Germanist, Historiker, Dienstherr, Jurist, Schriftsteller",1817,1903.0,lokal,wissenschaftlich,Geisteswissenschaftler,,,,50.6507279,13.163188
1698,Hantzschstraße,Adolf Hantzsch,männlich,Dresden,Dresden,Deutschland,Deutschland,"Pädagoge, Historiker",1841,1920.0,lokal,wissenschaftlich,Geisteswissenschaftler,,,,51.0493286,13.7381437
1713,Victor-Klemperer-Straße,Victor Klemperer,männlich,Gorzów Wielkopolski,Dresden,"Deutschland,Polen,Deutsche Demokratische Republik",Deutschland,"Tagebuchschreiber, Philologe, Autobiograf, Frankoromanist, Romanist, Publizist, Journalist, Lektor, Hochschullehrer, Übersetzer, Politiker, Schriftsteller",1881,1960.0,lokal,wissenschaftlich,Geisteswissenschaftler,,,,52.7305755,15.2107553
1715,Fritz-Löffler-Platz,Fritz Löffler,männlich,Dresden,Dresden,Deutschland,Deutschland,"Musikwissenschaftler, Kunsthistoriker",1899,1988.0,lokal,wissenschaftlich,Geisteswissenschaftler,,,,51.0493286,13.7381437
1724,Hettnerstraße,Hermann Hettner,männlich,Goldberg in Schlesien,Dresden,Königreich Preußen,Deutschland,"Literaturhistoriker, Kunsthistoriker, Hochschullehrer, Schriftsteller",1821,1882.0,lokal,wissenschaftlich,Geisteswissenschaftler,,,,51.1198579,15.636064
1729,Karl-Laux-Straße,Karl Laux,männlich,Ludwigshafen am Rhein,Dresden,Deutsche Demokratische Republik,Deutschland,"Musikwissenschaftler, Musikkritiker, Hochschullehrer, Politiker, Schriftsteller",1896,1978.0,lokal,wissenschaftlich,Geisteswissenschaftler,,,,49.4704113,8.4381568
1880,Am Putjatinpark,Nikolaus Abramotitsch Putjatin,männlich,Kiew,Dresden,Russisches Kaiserreich,Russland,Philosoph,1749,1830.0,lokal,wissenschaftlich,Geisteswissenschaftler,,,,50.4500336,30.5241361
1548,Maria-Reiche-Straße,Maria Reiche,weiblich,Dresden,Lima,"Deutschland,Peru",Deutschland,"Sprachlehrer, Archäologe, Mathematiker",1903,1998.0,lokal,wissenschaftlich,Geisteswissenschaftler,,,,51.0493286,13.7381437
1606,Elisabeth-Boer-Straße,Elisabeth Boer,weiblich,Bochum,Dresden,Deutschland,Deutschland,"Archivar, Historiker",1896,1991.0,lokal,wissenschaftlich,Geisteswissenschaftler,,,,51.4818111,7.2196635
961,Mathias-Oeder-Straße,Matthias Oeder,männlich,,,Deutschland,Deutschland,"Markscheider, Kartograf, Vermesser",1600,1614.0,lokal,wissenschaftlich,Ingenieur,,,,,
965,Oskar-von-Miller-Straße,Oskar von Miller,männlich,München,München,Deutschland,Deutschland,"Technikhistoriker, Bauingenieur, Ingenieur, Politiker",1855,1934.0,national,wissenschaftlich,Ingenieur,,,,48.1371079,11.5753822
983,Brendelweg,Christian Friedrich Brendel,männlich,Neustädtel,Freiberg,Deutschland,Deutschland,Bergmann,1776,1861.0,regional,wissenschaftlich,Ingenieur,,,,45.8040475,15.1696684
1356,Tauberthstraße,Otto Volkmar Tauberth,männlich,,,,Deutschland,Ingenieur,1816,1871.0,lokal,wissenschaftlich,Ingenieur,,,,,
1420,Bockemühlstraße,Alfred Bockemühl,männlich,Bochum,Niefern-Öschelbronn,Deutschland,Deutschland,"Hochschullehrer, Ingenieur",1896,1992.0,lokal,wissenschaftlich,Ingenieur,,,,51.4818111,7.2196635
1457,Köpckestraße,Claus Koepcke,männlich,Jork,Dresden,Deutsches Kaiserreich,Deutschland,"Ingenieur, Wissenschaftler",1831,1911.0,lokal,wissenschaftlich,Ingenieur,,,,53.5328436,9.6814319
1480,Hartigstraße,Karl Ernst Hartig,männlich,Stein im Chemnitztal,Dresden,Deutschland,Deutschland,Hochschullehrer,1836,1900.0,lokal,wissenschaftlich,Ingenieur,,,,,
1490,Rittershausstraße,Trajan Rittershaus,männlich,Dortmund,Dresden,Deutschland,Deutschland,"Hochschullehrer, Ingenieur",1843,1899.0,lokal,wissenschaftlich,Ingenieur,,,,51.5142273,7.4652789
1492,Salbachstraße,Bernhard Salbach,männlich,Kaliningrad,Dresden,Deutschland,Deutschland,"Wasserbauingenieur, Ingenieur, Architekt",1833,1894.0,lokal,wissenschaftlich,Ingenieur,,,,54.7046485,20.4565666
1500,Georg-Mehrtens-Straße,Georg Christoph Mehrtens,männlich,Bremerhaven,Dresden,Deutschland,Deutschland,"Bauingenieur, Hochschullehrer",1843,1917.0,lokal,wissenschaftlich,Ingenieur,,,,53.5505392,8.5851945
